,batsman,matches,hard_hitting_ability,finisher,fast_scoring_ability,consistency,running_between_wickets
125,DB Das,22,0.14606741573033707,0.36363636363636365,1.1385767790262171,21.714285714285715,0.5087719298245614
126,CA Lynn,12,0.2076923076923077,0.16666666666666666,1.476923076923077,38.4,0.5922330097087378
127,SP Goswami,16,0.1076923076923077,0.0625,0.926923076923077,16.066666666666666,0.5387931034482759
128,M Kaif,22,0.10852713178294573,0.18181818181818182,1.003875968992248,14.38888888888889,0.5869565217391305
129,B Chipli,21,0.13671875,0.2857142857142857,1.09375,18.666666666666668,0.5701357466063348
130,Ishan Kishan,15,0.1843137254901961,0.0,1.2509803921568627,21.266666666666666,0.5048076923076923
131,LA Pomersbach,16,0.15139442231075698,0.3125,1.203187250996016,27.454545454545453,0.5821596244131455
132,DJG Sammy,20,0.13147410358565736,0.25,1.1752988047808766,19.666666666666668,0.5825688073394495
133,R Ashwin,36,0.0975609756097561,0.3888888888888889,0.9390243902439024,10.5,0.5900900900900901
134,K Goel,16,0.1087866108786611,0.0625,0.9121338912133892,14.533333333333333,0.4507042253521127
135,RN ten Doeschate,21,0.1722689075630252,0.3333333333333333,1.3697478991596639,23.285714285714285,0.6700507614213198
136,R Sathish,24,0.11864406779661017,0.2916666666666667,1.1440677966101696,15.882352941176471,0.7019230769230769
137,BA Stokes,11,0.16299559471365638,0.09090909090909091,1.3920704845814977,31.6,0.7263157894736842
138,SK Warne,27,0.091324200913242,0.25925925925925924,0.9041095890410958,9.9,0.5326633165829145
139,AA Jhunjhunwala,15,0.11009174311926606,0.13333333333333333,0.9954128440366973,16.692307692307693,0.5721649484536082
140,MD Mishra,17,0.15023474178403756,0.058823529411764705,1.1126760563380282,14.8125,0.5138121546961326
141,MR Marsh,14,0.11442786069651742,0.14285714285714285,1.1194029850746268,18.75,0.5898876404494382
142,MJ Lumb,12,0.25757575757575757,0.0,1.404040404040404,23.166666666666668,0.4217687074829932
143,A Ashish Reddy,23,0.15816326530612246,0.34782608695652173,1.4285714285714286,18.666666666666668,0.7636363636363637
144,SP Narine,30,0.24870466321243523,0.3333333333333333,1.4041450777202074,13.55,0.3793103448275862
145,SM Katich,11,0.17801047120418848,0.09090909090909091,1.2617801047120418,24.1,0.5668789808917197
146,YV Takawale,10,0.15846994535519127,0.2,1.0491803278688525,24.0,0.45751633986928103
147,FY Fazal,11,0.12849162011173185,0.09090909090909091,1.0223463687150838,18.3,0.5705128205128205
148,R McLaren,13,0.08426966292134831,0.38461538461538464,0.8932584269662921,19.875,0.5950920245398773
149,MN Samuels,14,0.09195402298850575,0.07142857142857142,0.9252873563218391,12.384615384615385,0.5253164556962026
150,SW Billings,10,0.16184971098265896,0.0,1.30635838150289,22.6,0.7172413793103448
